Regex,Attempt Regex,DeepSeek Output
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0+1+)*)|(0+(1+0+)*),"positive example:[0, 01010, 110101, 1], negative example:[00, 11, 0101, 1010]"
(a*ba*b)*a*ba*,(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[bbbbb, aabbb, abaa, aaba], negative example:[a, , bb]"
(a*ba*b)*a*ba*,(bb)*b,"positive example:[bbbbb, b], negative example:[bb, bbbb]"
(a|b)*baa(a|b)*b,(a|b)*baa+b*b,"positive example:[abbaabbb, baaab], negative example:[bab]"
(a*ba*b)*a*ba*,a*b(a|(bb))*,"positive example:[aababb, b], negative example:[bb]"
(0|1)(0|1)*,(0|1)((0+)(1+)),"positive example:[00011, 001, 101],negative example:[01,00]"
(a|baa)*,a+(baa)*|a+,"positive example:[abaa, aabaabaa, a, aa, aaa], negative example:[b, ba, aba, aab, baaa]"
(a|b)*baa(a|b)*b,(a|b)*(baa)b,"positive example: [baab, abbaab, babaab], negative example: [a, b, baa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*0(1+0)+0*)+,"positive example:[01001010, 0010], negative example:[1, 00, 0101]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[111, 100, 101, 001, 01, 10, 011, 000, 110, 010],negative example:[0]"
(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"positive example:[aabbbaabbbaa], negative example:[bbabbabba,b,bbabbabb]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*)|((a|b)a*b)|((a|b)aaa*b),"positive example:[ab, , bb, ababba], negative example:[b, aaabb]"
b*a*,(a+)|(b+a+),"positive example:[ba, aa, bbaa, a], negative example:[b,]"
b*a*,(b*a+)?,"positive example:[ba, bba, aa, a, b, bbaaa, """"], negative example:[aba, ab, baba, aab, baaab]"
(0*10*10*)*|0*,0*|(0*|11)*|(0*10*1(0*|11)*)0*,"positive example:[00101011, 1001011], negative example:[111,1]"
(a*ba*b)*a*ba*,(b)(a|bb)*,"positive example:[babb, b],negative example:[bb]"
(a|baa)*,(a)+(baa)+|(a)+,"positive example:[aabaa, a, abaabaa, aa],negative example:[b, ,baa]"
(a|(b*bb))*,a*(bb)*a*(bb)*a*,"positive example:[, bbbbaabbbbaa, aabbabb], negative example:[bbabbabb]"
(a*ba*b)*a*ba*,[a]*b([a]*b[a]*b[a]*)*,"positive example:[aabbbbb, b], negative example:[aa, abba]"
(a*ba*b)*a*ba*,(a*ba*)(a*bba*)*,"positive example:[bbbbb, aabaa], negative example:[aa, bbaa, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0|1)*1|0(0|1)*0,"positive example:[00, 11, 0100, 1101, 1011, 0010], negative example:[1]"
a+b,(ab),"positive example: [""ab""], negative example: [""a"", ""b"", ""ba"", ""aba"", ""abb""]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 011100, 000010, 000100, 10101, 110100, 111011, 11010, 10000, 100, 010101, 001011, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 001000, 101010, 01000, 10, 101111, 001101, 0100, 11111, 1000, 110010, 00001, 011001, 011010, 000001, 100000, 110001, 111110, 001, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1],negative example:[0]"
(a|(b*bb))*,(a)*bb(a)*,"positive example:[bb, bbaa, aabba],negative example:[a, b, ab, ba, aba, bbb, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+)*,"positive example:[, 010010, 010],negative example:[01010]"
(a*ba*b)*a*ba*,a*b(ba*b)*a*,"positive example:[aabaa, bbaabbb, ab],negative example:[bbbabb]"
a(a|b)a(a|b)*,(aaa)+(aba),"positive example:[aaaaba],negative example:[aba]"
(0*10*10*)*|0*,(0*(11)*0*)*,"positive example: [11011], negative example: [101]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b)?,"positive example:[bba, bab, ab, aaaba],negative example:[abab, b]"
(a|baa)*,a*b(aa)|a*,"positive example:[baa, , aa, aabaa, abaa], negative example:[b]"
(a|b)(a|b)+aaa+,(ab|aa|bb|ba)a{3},"positive example:[bbaaa, aaaaa, abaaa, baaaa],negative example:[aaaaaa,aaaa]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)(aaa)+,"positive example:[bbaaa, aaaaa, abaaaaaa, baaaaaaa],negative example:[aaaa,aa]"
(a*ba*b)*a*ba*,b(bb)*,"positive example:[bbbbb, b], negative example:[bb, bbbb, a, ab]"
(a*ba*b)*a*ba*,a*a(a*ba*ba*)*ba*,"positive example: [ababab, abbbbb, aaabaa], negative example: [a, b, aaab]"
(a|baa)*,"a*b{1}a{2,}","positive example:[baaa, aabaa, abaaa],negative example:[bbaa,ba,aa]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(bb)*,"positive example:[aabaabaab, bbbbbaabbbb, b],negative example:[bbbabbabb]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*(bb)*a*,"positive example:[aab, baabbbabaa, ab],negative example:[babababba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001),"positive example:[10101, 1101, 10000, 10110, 10011, 100, 111, 001, 0010, 01, 10, 0100, 0111, 0001, 010, 1110, 1000, 1011, 11111, 11001, 1],negative example:[0]"
(a|(b*bb))*,(a+bb)*,"positive example:["""", ""a"", ""bb"", ""aabb"", ""abba"", ""abbabb""], negative example:[""b"", ""aa"", ""ba"", ""ab"", ""bba"", ""abab""]"
(ab|ba)*,ba,"positive example:[""baa"", ""bab"", ""bac"", ""bad"", ""bae""], negative example:[""ba"", ""bb"", ""bc"", ""a"", ""b""]"
(a|(b*bb))*,(bbb+a)*,"positive example:[, bbba, bbbabbbba], negative example:[a, bb, bbbaa]"
(a|baa)*,baaa*,"positive example:[baa, baaaa], negative example:[ba, baaaab, abaa]"
(a|(b*bb))*,((a*bbb*a*))*,"positive example:["""", ""abb"", ""bbabbb""], negative example:[""a"", ""bbb"", ""abba""]"
(0*10*10*)*|0*,(0*10*1)*0,"positive example:[0, 11110, 0110], negative example:[1, 011, 1111]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaaa*,"positive example: [aaaaa, bbaaaaa, abaaaa], negative example: [aaa, bbaaa, aba]"
001|1010|110,001|110,"positive example:[110, 001], negative example:[0]"
(a*ba*b)*a*ba*,a*b(a)*(bb)*a*,"positive example:[baabbbbaa, aab, ab],negative example:[bbbabba]"
b*a*,b*a*a+,"positive example: [bba, a, baa, aaa, bbaaa], negative example: [ab, bb, b, ba, aba]"
(a|(b*bb))*,a*b*bbb*a*|a*,"positive example:[bbaa, aabba, , bb, aa],negative example:[bbabba, b]"
(0|1)(0|1)*,(1|0),"positive example:[0, 1], negative example:[00, 11, 01, 10]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(aaa+),"positive example:[bbaaa, abaaaa],negative example:[aaaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),0(1*0)*,"positive example:[0, 000, 010], negative example:[1, 001, 110]"
(a|(b*bb))*,(a*b(b+)a*)*,"positive example:[, bbabbbaa], negative example:[a, ab, bba, abba]"
(0|1)(0|1)*,0+1,"positive example:[001, 01], negative example:[1]"
(0|1)(0|1)*,(01)*(01)+,"positive example: [0101, 010101, 01, 01010101]  
negative example: [0, 1, 10, 0011, 1010]"
a(a|b)a(a|b)*,(aaa(a+b)*)|(aba(a+b)*),"positive example:[aaa, abaabab, aaaabab, abaab, aba],negative example:[a]"
(0|1)(0|1)*,(0|1)(0*|1*),"positive example:[00, 000, 111], negative example:[01, 10, 011]"
0*10*(10*10*)*,(0*10*|(11)*1|1(11)*),"positive example:[10, 00100, 01],negative example:[0,]"
(0*10*10*)*|0*,((0*10*1)*0)*,"positive example:[00, ], negative example:[1110]"
(a|(b*bb))*,(a?)*(bb)*(a?)*,"positive example:[aabbbbaa, ],negative example:[bbabb]"
(a|baa)*,(a)*|((b)(aa))*(a)*|((b)(aa))*,"positive example:[baabaaaa], negative example:[b,abaaa]"
(a|b)*baa(a|b)*b,(b|a)*baa(b|a)b,"positive example: [baaab, abbaabb], negative example: [bbab, aaabab]"
(a|baa)*,"(a+b?a{2,})*","positive example:[, abaaabaa],negative example:[aa]"
(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|101101,"positive example:[00111100101011, 101101, 1001011], negative example:[111,1,110110101]"
(a*ba*b)*a*ba*,a*(bb)*ba*,"positive example:[aabbbbbaa, b], negative example:[bbabbb]"
(ab|ba)*,(ba)*|(ab)*,"positive example:[baba, abab], negative example:[a]"
(a|b)(a|b)+aaa+,(ab|ba|aa|bb)+aaa,"positive example:[bbaaa, aaaaa, baaaa, abaababbaaa],negative example:[aaaa,aaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 000010, 000100, 10101, 110100, 111011, 10000, 11010, 100, 001011, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 001000, 01000, 101010, 10, 101111, 001101, 0100, 1000, 11111, 110010, 00001, 011001, 011010, 000001, 100000, 110001, 001, 111110, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1],negative example:[0]"
(ab|ba)*,(ab)*,"positive example:[, ab, abab, ababab], negative example:[a, b, aba, abb, ba]"
(a|b)(a|b)+aaa+,(aa+|ab+|bb+|ba+)+aaa,"positive example:[bbaaa, baabaaa, abaaa, aababbabaaa],negative example:[aaaa,aaa]"
a(a|b)a(a|b)*,(aaa|aba)(a+b),"positive example:[aaaab, aaaaab, abaab],negative example:[aaab]"
(a|baa)*,a*|a*(baa+),"positive example:[baa, aabaaa, abaa, , aa], negative example:[b,ba]"
(0*10*10*)*|0*,(((10*)1)*)0*,"positive example:[00, 100111, 101],negative example:[1]"
a(a|b)a(a|b)*,aaa+aba+a(a+b)*a(a+b)*,"positive example:[aaaabaaababaabab, aaaaabaaaa],negative example:[aaaabaabaaaab,aaaabaa,aaabaaaaaa]"
(0*10*10*)*|0*,(0*|0*110*)+,"positive example:[, 1111],negative example:[111]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)ba)*(a|b)a*b)?,"positive example:[ababbaab, bb],negative example:[abab]"
(a|baa)*,a*(baa)+a*,"positive example:[aabaaaa, baabaa],negative example:[baaabaaa]"
(a|(b*bb))*,(a*|(bb)*)*,"positive example:[abb, aa, bbbb, a, bb, aabbaa, ε], negative example:[b, ab, bba, aab, baa]"
(a|(b*bb))*,(a*bb+)*,"positive example:["""", ""bb"", ""abbbb"", ""aabbb"", ""bbabbb""], negative example:[""a"", ""b"", ""ba"", ""abb"", ""bbba""]"
0*10*(10*10*)*,0*(111)0*,"positive example:[01110, 11100, 00111], negative example:[110, 000, 1010]"
1*(01*01*01*01*)*,1*(1*01*01*01*0)*,"positive example:[11, 00000000, 1],negative example:[00000]"
(0*10*10*)*|0*,11,"The regular expression ""11"" simply matches the exact string ""11"". Here are the positive and negative examples:

positive example: [""11""],  
negative example: [""1"", ""111"", ""011"", ""110"", ""a11"", ""11a"", """"]"
(a|(b*bb))*,(a)*(a+bb)*(bbb)*(bb)*(a)*,"positive example: [bb, aabbb, abbabb, abbabbbbbbbbbaa], negative example: [ab, bba, aabba, bbbba]"
(a|b)(a|b)+aaa+,(aa|bb|ba|ab)(a*b*a*b*a*b*)aaaa*,"positive example:[bbaaa, baaaa, abaaabababbaaaaa, aabbaabbaabaaa],negative example:[aababababaaa,aaaa]"
(a|b)*(bab)(a|b)*,(bab)+(ab)*,"positive example:[bab, babbababab], negative example:[ab, baba, bababba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+0+)*)|((1+0+1+)*),"positive example: [00, 11, 10011011, 01001100, 010, 101, 1], negative example: [01, 10, 0011, 1100, 0101, 1010, 0110]"
(a|(b*bb))*,(a*bb*ba*)+(a*),"positive example:[bbb, bbabb],negative example:[b,]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01+0)*0*)|(1*(10+1)*1*),"positive example:[0, 010, 111001, 00010011000, 10110111, 1],negative example:[10111011,01000100]"
(a|(b*bb))*,((a*)+(bbb*))*,"positive example:[bbb, , bbabb], negative example:[a, ab, bbaa]"
0*10*(10*10*)*,0*1(11)*,"positive example:[0011111, 1, 01], negative example:[000, 0110, 111]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001),"positive example:[1101, 10011, 10110, 111, 10, 0100, 0001, 11111, 1000, 00001, 10101, 11010, 10000, 100, 001, 0010, 01, 0111, 010, 1110, 1011, 11100, 11001, 1],negative example:[0]"
(a|baa)*,(a)*(baa)*a*,"positive example:[, aabaaaa, baabaa],negative example:[baaabaaa]"
(a|baa)*,(a*(b{1}aa+)),"positive example:[baaa, aabaa], negative example:[bbaa, ba, aa]"
(a|b)*(bab)(a|b)*,(bab)+,"positive example: [bab, babbab], negative example: [ba, bb, ab, baba]"
(a*ba*b)*a*ba*,(a)*(b|ba)(a)*(bb)*(a)*,"positive example:[aabbbaa, baaabbbb, ab],negative example:[a,bbbabb]"
(0*10*10*)*|0*,(0)*(11)*((01|10)(01|10))*(10+1),"positive example:[001111010110101001, 101], negative example:[0110110101101, 11]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(ba*b)*a*,"positive example:[aabaabbbbaabaabbbaa, b], negative example:[bbbabbabba]"
(0*10*10*)*|0*,(0*(10*1))*,"positive example:[, 0101, 1111], negative example:[1]"
(0*10*10*)*|0*,0*1(0+1),"positive example:[0101, 101, 001001],negative example:[11,10101]"
(a|baa)*,([a]*[b])?([a]{2}[a]*),"positive example:[aa, aaaa], negative example:[a, bbaa]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*,"positive example:[aabaababaa, bbaabbb, b],negative example:[bbbabb]"
(a*ba*b)*a*ba*,(a*ba*ba*)ba*,"positive example:[baabb, aababab, bbaabaa],negative example:[bbbb]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*(a|b)a*b,"positive example:[bb, ababbaaaab], negative example:[a, baa, ababa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaa+,"positive example:[bbaaa, abaaaa], negative example:[aaaa]"
(a|(b*bb))*,(a)*(a+bb)*(bbb)*(a)*,"positive example:[aabbbaa, abb, abbabbbbbbbb], negative example:[abab, bbaa, bbabaa]"
(a*ba*b)*a*ba*,(b(bb)*),"positive example:[bbbbb, b], negative example:[bb, bbbb, bbb]"
(a|(b*bb))*,a*b*bbb*a*,"positive example:[bb, aabbaa],negative example:[,bbaba]"
(0|10*1)*,(0*10*10*)|0*|(11)*,"positive example:[00, 00100100, 01010, 011, 110, 1111],negative example:[1]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(1+0*1+)*|(0+1*0+)*,"positive example:[0, 010010, 1001101, 1],negative example:[01010,10101]"
(0*10*10*)*|0*,(0*10*1)*|0*,"positive example:[00, 0101, 1111],negative example:[1]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*,"positive example:[, 0000], negative example:[000]"
(0|10*1)*,0*(0*10*1)*,"positive example:[00, 1111, 101],negative example:[1]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*)|((0+1*0+)*),"positive example:[101101, 101, 0100110],negative example:[1,01010,10101]"
(a|baa)*,(baa+)*,"positive example:[, baaabaa, baa, baaaa, baaabaaabaa], negative example:[ba, a, baaaab, baaab, abaa]"
(b|(a*aa))*,(aa+)*,"positive example:["""", ""aa"", ""aaaa"", ""aaaaaa""], negative example:[""a"", ""aaa"", ""aaaaa"", ""b"", ""ab""]"
(b|(a*aa))*,(b*((aa)?))*,"positive example:[aab, b], negative example:[aaa, aba]"
(a*ba*b)*a*ba*,ba*(bb|a)*|a*b(bb|a)*,"positive example:[aababb, ab], negative example:[a]"
(a*ba*b)*a*ba*,(a)*b(a)*,"positive example:[aabaa, b], negative example:[aa, abba]"
(a*ba*b)*a*ba*,a*ba*((ab|ba|b)b)*a*,"positive example:[baaabbbbaa, aabbababbbb, b],negative example:[babababab]"
(a|b)(a|b)+aaa+,a+b+aaa+,"positive example:[aabbaaa, abaaaa],negative example:[abaa,aaaa,baaa]"
(a*ba*b)*a*ba*,(a)*(b)(a)*(bb)*(a)*,"positive example:[baabbbbaa, aab], negative example:[bbbabba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|1*(101)*1*|(1001),"positive example:[00, 1110110111, 1001, 101, 1],negative example:[1011101]"
(a|b)*baa(a|b)*b,[ba]*[b]+[a]+[a]+[b]+,"positive example:[baabb, babaab],negative example:[baabab,aab,baa]"
(a|b)*baa(a|b)*b,a*b*(baa)a*b+,"positive example:[aabaaab, baabb, bbbaaaab], negative example:[baabab,baa]"
(b|(a*aa))*,(b*|a+ab*|aa+b*)(b*|aa+b*|a+ab*)(b*|aa+b*|a+ab*)b*,"positive example:[, bbaabaa], negative example:[a]"
(a*ba*b)*a*ba*,a*b(a*ba*b)*a,"positive example:[bbbbba, aabbaba, ba],negative example:[baa]"
(a|b)*(bab)(a|b)*,(bab)+(a|b)*,"positive example:[babab, bab, baba, bababb], negative example:[bb, aa, ab, ba]"
(a|(b*bb))*,a*(bb*b)*a*,"positive example:[, aabbbaa],negative example:[bbabba,b]"
a(a|b)a(a|b)*,(aba(a+b)*)+aaa,"positive example:[abaababaaaa, abaaaa], negative example:[aaa]"
(a*ba*b)*a*ba*,a+b(a*ba*b)*a*,"positive example:[aab, abbb, abbbbbaa],negative example:[b,abb]"
(a|b)(a|b)+aaa+,b+a+(b|a)*aaa,"positive example:[baaaa, bbabaaaa],negative example:[aaaa,baaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|1*(101)*1*,"positive example:[00, 101101, 1110111, 1],negative example:[10111011]"
(a|b)*baa(a|b)*b,a*baaa*bb*(a*bb*)*,"positive example:[aabaaab, baababab, baaaab],negative example:[b,baa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)*|(0+1*0+)*,"positive example:[101101, 101, 0100110], negative example:[1,01010,10101]"
(a|baa)*,a*(baa),"positive example:[baa, aabaa], negative example:[aa, aba, baaa]"
(a|baa)*,a*|baaa*,"positive example: [, baa, aa, baaaa, baaa], negative example: [b]"
(a|b)*baa(a|b)*b,(ab*)+(b+a+a)+(ab*)+(b),"positive example:[ababaaabb, abaaabab], negative example:[baaab, abaab]"
(0|10*1)*,0*(10*1)*0*,"positive example:[, 0010011100], negative example:[110110]"
(0*10*10*)*|0*,(0*10*10*),"positive example:[100100, 0101, 0011],negative example:[101010]"
(a|b)*baa(a|b)*b,(baa)+b,"positive example:[baab, baaab, baaabaaab], negative example:[b, ba, baaba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010),"positive example:[00010, 100110, 100011, 1101, 10011, 10110, 111, 01000, 101010, 10, 101111, 0100, 0001, 110010, 1000, 11111, 00100, 00001, 10101, 100000, 110001, 10000, 11010, 100, 001, 0010, 01101, 01, 01011, 101100, 101001, 01110, 0111, 010, 1110, 1011, 11100, 11001, 100101, 00111, 1],negative example:[0]"
(0*10*10*)*|0*,0*00*0*00,"positive example:[000],negative example:[00]"
0*(10*1)*0*,0*(101)*,"positive example:["""", ""0"", ""00101101""], negative example:[""1"", ""010"", ""1010""]"
(a*ba*b)*a*ba*,a*b(a*|bb),"positive example:[bbb, baa, aaba, b],negative example:[bb]"
(a*ba*b)*a*ba*,(bb)*a*b,"positive example:[bbb, bbbbaab, ab], negative example:[bba, aab, bbaa]"
ab*,ab,"positive example: [""ab"", ""aba"", ""abb"", ""abc"", ""ab1"", ""abA"", ""ab ""], negative example: [""a"", ""b"", ""ba"", ""aab"", ""abbc"", ""1ab"", ""Aab""]"
(a|(b*bb))*,(a)*,"positive example:[, a, aa], negative example:[b, ab, ba]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)aaa+,"positive example:[bbaaa, abaaa, baaaa, aaaaaa],negative example:[aaaa]"
(a*ba*b)*a*ba*,a*ba*(a*ba*b)*,"positive example:[baa, bbbbb, aabbab],negative example:[bbba]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)+aaaa*,"positive example:[bbaaa, abaaa, baaaa, aaabbabbaaa],negative example:[aaaa]"
(a|baa)*,(a*ba{2}a*)*,"positive example:[, abaaa, baabaa], negative example:[a, b, aba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01),"positive example:[10, 111, 1110, 11111, 1, 01], negative example:[0]"
(a|baa)*,a+|(baa)+,"positive example:[baa, aa, a], negative example:[b,]"
(0|10*1)*,(0|(101)*)*,"positive example:[1010], negative example:[1]"
(0*10*10*)*|0*,(0)*(10*1)*((01|10)(01|10))*,"positive example:[100111, 0001101001],negative example:[110101101]"
(a*ba*b)*a*ba*,(a*ba*ba*)b,"positive example:[ababab, aabbb, baabaab], negative example:[abba, baba, aaab]"
(a*ba*b)*a*ba*,a*b(a|ba*b),"positive example:[bbb, bbaab, aabbab],negative example:[babb,bb]"
a(a|b)a(a|b)*,(aaa+aba+a(a+b)*a)(a+b)*,"positive example:[aaaabaaaa, aaaaabaaababaabab],negative example:[aaaabaa,aaabaaaaaa]"
(a|(b*bb))*,((a*))*,"positive example:["""", ""a"", ""aa"", ""aaa"", ""aaaa""], negative example:[""b"", ""ab"", ""ba"", ""aab"", ""aba""]"
(a|(b*bb))*,a*(bbb*)*a*,"positive example:[, aabbaa], negative example:[bbabba]"
(a|b)*baa(a|b)*b,(a*|b*)(baa)+b,"positive example:[aabaab, bbbaabaab], negative example:[b,baaabaab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*(aaa)a,"positive example: [babaaaa, aaaaa], negative example: [ab, baa, aabaa]"
(a|(b*bb))*,(a+bbb*),"positive example:[abb, aabbbb], negative example:[bb]"
(a*ba*b)*a*ba*,(a*|(bb)*|(bab)*)*b(a*|(bb)*|(bab)*)*,"positive example: [babbbaabaababbb], negative example: [bb]"
(a|(b*bb))*,a*(bb+|b+b)*a*,"positive example:[, aabbaa], negative example:[bbabba]"
(a*ba*b)*a*ba*,(a*|(bb)+)*b(bb)*,"positive example: [abbab], negative example: [bb]"
0*10*(10*10*)*,0*1(11)*0*,"positive example:[001111100, 1], negative example:[10110]"
(a|baa)*,(a)*(baa)*(a+)*|(baa)*(a+)*,"positive example:[a, aaa, baa, aaabaa, aabaa, aabaabaa], negative example:[baaabaaa, b, ab, ba, aab]"
(a|b)(a|b)+aaa+,[ab]{2}[a]*aaa,"positive example:[bbaaa, abaaaa, aaaaaaa],negative example:[aabaaa,aaaa]"
(a*ba*b)*a*ba*,(a*|(bb)|bab)*b(a*|(bb)|bab)*,"positive example:[ababbbaabaababbb], negative example:[bb]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(a|b)+aaa,"positive example:[abbaaa, baaaaa], negative example:[aaaaa]"
0*10*(10*10*)*,(0*1(0*10*1)),"positive example:[111, 010101, 001001001], negative example:[0, 1, 000]"
(a|(b*bb))*,(a+(bb)*)*,"positive example: [, a, abba], negative example: [b, abb, bba]"
0*10*(10*10*)*,(0*10*),"positive example:[010, 00100, 1], negative example:[000, 0110, 11]"
(a|baa)*,a*(baa+)+a*,"positive example: [aabaa, baaabaa, baaa, baaaaa, abaaa], negative example: [a, b, aa, ab, baba]"
(a|(b*bb))*,(bb)*(a|bbb)*(bb)*,"positive example:[, bbabbbbbbb, bbbbbbba],negative example:[abbabb]"
(a*ba*b)*a*ba*,(a)*((a)*b(a)*b)*b(a)*,"positive example:[aab, babb, bbbbbaa],negative example:[aa, ab, bba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101),"positive example:[1010111, 000111, 00010, 1010010, 100011, 111000, 10011, 111, 010011, 0001, 111101, 00100, 011100, 000010, 1010100, 000100, 110100, 10101, 111011, 11010, 10000, 100, 010101, 010000, 001011, 01, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 101010, 01000, 10, 101111, 001101, 0100, 11111, 1000, 110010, 00001, 011001, 011010, 1010001, 000001, 100000, 110001, 001, 111110, 0010, 001110, 01101, 01011, 101100, 0111, 1011101, 1110, 11001, 100101, 011111, 1],negative example:[0]"
